date,cases,deaths,pos_log,death_log,pos_diff,death_diff,pos_diff_diff,pos_log_diff,box_cox,death_diff_diff
2020-03-31,188461,4304,12.146646367912433,8.36730010184162,24506,936,3037,0.13929908900189147,1156.1532121477858,286
2020-04-01,215391,5325,12.280210260101697,8.580167990577626,26930,1021,2424,0.13356389218926346,1240.8080888139166,85
2020-04-02,245108,6541,12.409454208722421,8.785845337961213,29717,1216,2787,0.12924394862072397,1328.6117589383782,195
2020-04-03,277426,7932,12.533309509940082,8.978660489639687,32318,1391,2601,0.1238553012176613,1418.5701778667235,175
2020-04-04,312525,9488,12.652439744958764,9.157783121237507,35099,1556,2781,0.11913023501868203,1510.8305017287964,165
2020-04-05,338141,10856,12.731218247241527,9.292473201514705,25616,1368,-9483,0.07877850228276273,1575.1083629598838,-188
2020-04-06,369057,12382,12.81870638263788,9.423999084079178,30916,1526,5300,0.08748813539635236,1649.6985538392785,158
2020-04-07,399394,14616,12.897703677317212,9.589872098057842,30337,2234,-579,0.0789972946793327,1720.0761265467258,708
2020-04-08,431214,16701,12.974359765582333,9.723223876851618,31820,2085,1483,0.07665608826512127,1791.2336849807452,-149
2020-04-09,465913,18821,13.05175420039908,9.842728546690564,34699,2120,2879,0.07739443481674613,1866.0601098741367,35
2020-04-10,499386,21084,13.121134622794491,9.956269737975097,33473,2263,-1226,0.06938042239541176,1935.7888815008657,143
2020-04-11,531106,23168,13.182716903654152,10.050527295185443,31720,2084,-1753,0.06158228085966044,1999.8578472309791,-179
2020-04-12,558249,24849,13.232560378388664,10.120572789266374,27143,1681,-4577,0.04984347473451223,2053.26195901172,-403
2020-04-13,584018,26613,13.277687083253186,10.189155097188696,25769,1764,-1374,0.04512670486452208,2102.8402169960173,83
2020-04-14,610709,29318,13.322375856289469,10.285956940849976,26691,2705,922,0.044688773036282825,2153.1159164388773,941
2020-04-15,640742,32070,13.370382158779666,10.375676292687201,30033,2752,3342,0.04800630249019733,2208.462657280646,47
2020-04-16,672355,34419,13.418541753827324,10.446364016467253,31613,2349,1580,0.04815959504765743,2265.4144457050434,-403
2020-04-17,703864,36708,13.464340434659986,10.510749993938903,31509,2289,-104,0.0457986808326627,2320.9350053942712,-60
